@relation 'social_s (1)'

@attribute Date {4/8/2017,4/1/2017,3/25/2017,3/18/2017,3/11/2017,3/4/2017,2/25/2017,2/18/2017,2/11/2017,2/4/2017,1/28/2017,1/21/2017,1/14/2017,1/7/2017,12/31/2016,12/24/2016,12/17/2016,12/10/2016,12/3/2016,11/26/2016,11/19/2016,11/12/2016,11/5/2016,10/29/2016,10/22/2016,10/15/2016,10/8/2016,10/1/2016,9/24/2016,9/17/2016,9/10/2016,9/3/2016,8/27/2016,8/20/2016,8/13/2016,8/6/2016,7/30/2016,7/23/2016,7/16/2016,7/9/2016,7/2/2016,6/25/2016,6/18/2016,6/11/2016,6/4/2016,5/28/2016,5/21/2016,5/14/2016,5/7/2016,4/30/2016,4/23/2016,4/16/2016,4/9/2016,4/2/2016,3/26/2016,3/19/2016,3/12/2016,3/5/2016,2/27/2016,2/20/2016,2/13/2016,2/6/2016,1/30/2016,1/23/2016,1/16/2016,1/9/2016,1/2/2016,12/26/2015,12/19/2015,12/12/2015,12/5/2015,11/28/2015,11/21/2015,11/14/2015,11/7/2015,10/31/2015,10/24/2015,10/17/2015,10/10/2015,10/3/2015,9/26/2015,9/19/2015,9/12/2015,9/5/2015,8/29/2015,8/22/2015,8/15/2015,8/8/2015,8/1/2015,7/25/2015,7/18/2015,7/11/2015,7/4/2015,6/27/2015,6/20/2015,6/13/2015,6/6/2015,5/30/2015,5/23/2015,5/16/2015,5/9/2015,5/2/2015,4/25/2015,4/18/2015,4/11/2015,4/4/2015,3/28/2015,3/21/2015,3/14/2015,3/7/2015,2/28/2015,2/21/2015,2/14/2015,2/7/2015,1/31/2015,1/24/2015,1/17/2015,1/10/2015,1/3/2015,12/27/2014,12/20/2014,12/13/2014,12/6/2014,11/29/2014,11/22/2014,11/15/2014,11/8/2014,11/1/2014,10/25/2014,10/18/2014,10/11/2014,10/4/2014,9/27/2014,9/20/2014,9/13/2014,9/6/2014,8/30/2014,8/23/2014,8/16/2014,8/9/2014,8/2/2014,7/26/2014}
@attribute S_rank numeric
@attribute S_last_week numeric
@attribute S_peak_position numeric
@attribute S_wks_on_rank numeric
@attribute A_rank numeric
@attribute A_last_week numeric
@attribute A_peak_position numeric
@attribute A_wks_on_rank numeric
@attribute O_rank numeric
@attribute O_last_week numeric
@attribute O_peak_position numeric
@attribute O_wks_on_rank numeric
@attribute Cls numeric
@attribute Class numeric

@data
3/14/2015,61,44,6,17,36,37,1,22,4,3,13,221,17,1
3/7/2015,26,49,26,2,1,1,1,34,16,13,13,197,-23,0
3/7/2015,52,86,52,2,1,1,1,34,16,13,13,197,-34,0
3/7/2015,58,88,58,2,1,1,1,34,16,13,13,197,-30,0
3/7/2015,70,120,53,1,1,1,1,34,16,13,13,197,-50,0
3/7/2015,81,120,81,1,1,1,1,34,16,13,13,197,-39,0
3/7/2015,83,120,83,1,1,1,1,34,16,13,13,197,-37,0
3/7/2015,95,120,95,1,1,1,1,34,16,13,13,197,-25,0
3/7/2015,97,120,97,1,1,1,1,34,16,13,13,197,-23,0
3/7/2015,28,54,28,16,2,22,2,34,44,49,1,26,-26,0
3/7/2015,89,98,75,3,2,22,2,34,44,49,1,26,-9,0
3/7/2015,7,7,1,17,3,2,2,30,1,1,1,222,0,1
3/7/2015,8,10,6,11,3,2,2,30,1,1,1,222,-2,0
3/7/2015,15,15,1,27,3,2,2,30,1,1,1,222,0,1
3/7/2015,51,120,51,1,3,2,2,30,1,1,1,222,-69,0
3/7/2015,2,2,2,20,4,3,2,34,12,12,1,60,0,1
3/7/2015,4,5,2,6,5,5,2,34,28,29,1,134,-1,0
3/7/2015,37,31,3,27,5,5,2,34,28,29,1,134,6,1
3/7/2015,12,8,5,25,6,4,1,34,18,7,13,27,4,1
3/7/2015,20,11,2,46,6,4,1,34,18,7,13,27,9,1
3/7/2015,72,58,8,3,6,4,1,34,18,7,13,27,14,1
3/7/2015,10,9,4,18,7,6,1,32,50,38,13,13,1,1
3/7/2015,19,17,1,33,7,6,1,32,50,38,13,13,2,1
3/7/2015,3,6,3,7,10,13,1,18,36,47,13,77,-3,0
3/7/2015,9,12,3,9,12,14,1,19,43,120,13,2,-3,0
3/7/2015,69,61,59,19,12,14,1,19,43,120,13,2,8,1
3/7/2015,34,80,13,2,15,15,1,34,2,2,13,118,-46,0
3/7/2015,25,23,13,13,16,10,2,34,5,3,1,220,2,1
3/7/2015,55,50,31,14,26,29,1,34,19,21,13,171,5,1
3/7/2015,44,34,6,16,37,38,1,21,3,8,13,220,10,1
2/28/2015,49,120,26,1,1,21,1,33,13,23,13,196,-71,0
2/28/2015,86,120,52,1,1,21,1,33,13,23,13,196,-34,0
2/28/2015,88,120,58,1,1,21,1,33,13,23,13,196,-32,0
2/28/2015,7,5,1,16,2,1,2,29,1,2,1,221,2,1
2/28/2015,10,18,6,10,2,1,2,29,1,2,1,221,-8,0
2/28/2015,15,10,1,26,2,1,2,29,1,2,1,221,5,1
2/28/2015,2,2,2,19,3,2,2,33,12,16,1,59,0,1
2/28/2015,38,43,9,36,3,2,2,33,12,16,1,59,-5,0
2/28/2015,8,8,5,24,4,3,1,33,7,18,13,26,0,1
2/28/2015,11,14,2,45,4,3,1,33,7,18,13,26,-3,0
2/28/2015,58,75,8,2,4,3,1,33,7,18,13,26,-17,0
2/28/2015,5,4,2,5,5,4,2,33,29,26,1,133,1,1
2/28/2015,31,28,3,26,5,4,2,33,29,26,1,133,3,1
2/28/2015,9,7,4,17,6,5,1,31,38,41,13,12,2,1
2/28/2015,17,16,1,32,6,5,1,31,38,41,13,12,1,1
2/28/2015,23,20,13,12,10,13,2,33,3,8,1,219,3,1
2/28/2015,6,9,3,6,13,17,1,17,47,32,13,76,-3,0
2/28/2015,80,120,13,1,15,15,1,33,2,1,13,117,-40,0
2/28/2015,20,32,8,41,18,28,1,33,42,120,13,1,-12,0
2/28/2015,35,39,17,6,18,28,1,33,42,120,13,1,-4,0
2/28/2015,54,63,28,15,22,22,2,33,49,120,1,25,-9,0
2/28/2015,98,120,75,2,22,22,2,33,49,120,1,25,-22,0
2/28/2015,50,50,31,13,29,24,1,33,21,15,13,170,0,1
2/28/2015,34,24,6,15,38,33,1,20,8,5,13,219,10,1
2/21/2015,5,4,1,15,1,1,2,28,2,1,1,220,1,1
2/21/2015,10,9,1,25,1,1,2,28,2,1,1,220,1,1
2/21/2015,18,29,6,9,1,1,2,28,2,1,1,220,-11,0
2/21/2015,2,2,2,18,2,2,2,32,16,16,1,58,0,1
2/21/2015,43,40,9,35,2,2,2,32,16,16,1,58,3,1
2/21/2015,8,7,5,23,3,4,1,32,18,13,13,25,1,1
2/21/2015,14,21,2,44,3,4,1,32,18,13,13,25,-7,0
2/21/2015,75,120,8,1,3,4,1,32,18,13,13,25,-45,0
2/21/2015,4,5,2,4,4,5,2,32,26,26,1,132,-1,0
2/21/2015,28,23,3,25,4,5,2,32,26,26,1,132,5,1
2/21/2015,7,6,4,16,5,3,1,30,41,41,13,11,1,1
2/21/2015,16,12,1,31,5,3,1,30,41,41,13,11,4,1
2/21/2015,20,22,13,11,13,13,2,32,8,10,1,218,-2,0
2/21/2015,9,14,3,5,17,17,1,16,32,28,13,75,-5,0
2/21/2015,50,51,31,12,24,20,1,32,15,20,13,169,-1,0
2/21/2015,24,19,6,14,33,24,1,19,5,6,13,218,5,1
2/14/2015,4,4,1,14,1,1,2,27,1,1,1,219,0,1
2/14/2015,9,5,1,24,1,1,2,27,1,1,1,219,4,1
2/14/2015,29,37,6,8,1,1,2,27,1,1,1,219,-8,0
2/14/2015,2,2,2,17,2,3,2,31,16,16,1,57,0,1
2/14/2015,40,36,9,34,2,3,2,31,16,16,1,57,4,1
2/14/2015,6,7,4,15,3,4,1,29,41,35,13,10,-1,0
2/14/2015,12,11,1,30,3,4,1,29,41,35,13,10,1,1
2/14/2015,7,8,5,22,4,6,1,31,13,24,13,24,-1,0
2/14/2015,21,26,2,43,4,6,1,31,13,24,13,24,-5,0
2/14/2015,5,6,2,3,5,5,2,31,26,29,1,131,-1,0
2/14/2015,23,18,3,24,5,5,2,31,26,29,1,131,5,1
2/14/2015,22,19,13,10,13,11,2,31,10,7,1,217,3,1
2/14/2015,14,20,3,4,17,24,1,15,28,27,13,74,-6,0
2/14/2015,51,46,31,11,20,16,1,31,20,18,13,168,5,1
2/14/2015,99,84,13,18,20,16,1,31,20,18,13,168,15,1
2/14/2015,19,15,6,13,24,17,1,18,6,3,13,217,4,1
2/7/2015,4,3,1,13,1,2,2,26,1,1,1,218,1,1
2/7/2015,5,5,1,23,1,2,2,26,1,1,1,218,0,1
2/7/2015,37,52,6,7,1,2,2,26,1,1,1,218,-15,0
2/7/2015,10,12,10,20,2,10,1,20,50,120,13,2,-2,0
2/7/2015,85,73,22,2,2,10,1,20,50,120,13,2,12,1
2/7/2015,96,120,72,1,2,10,1,20,50,120,13,2,-24,0
2/7/2015,2,2,2,16,3,3,2,30,16,17,1,56,0,1
2/7/2015,36,31,9,33,3,3,2,30,16,17,1,56,5,1
2/7/2015,7,6,4,14,4,1,1,28,35,25,13,9,1,1
2/7/2015,11,10,1,29,4,1,1,28,35,25,13,9,1,1
2/7/2015,6,8,2,2,5,4,2,30,29,23,1,130,-2,0
2/7/2015,18,16,3,23,5,4,2,30,29,23,1,130,2,1
2/7/2015,8,7,5,21,6,6,1,30,24,28,13,23,1,1
2/7/2015,26,27,2,42,6,6,1,30,24,28,13,23,-1,0
2/7/2015,19,18,13,9,11,12,2,30,7,4,1,216,1,1
2/7/2015,46,42,31,10,16,14,1,30,18,14,13,167,4,1
2/7/2015,84,82,13,17,16,14,1,30,18,14,13,167,2,1
2/7/2015,15,15,6,12,17,15,1,17,3,2,13,216,0,1
2/7/2015,20,36,3,3,24,33,1,14,27,35,13,73,-16,0
1/31/2015,6,6,4,13,1,6,1,27,25,48,13,8,0,1
1/31/2015,10,10,1,28,1,6,1,27,25,48,13,8,0,1
1/31/2015,84,95,14,9,1,6,1,27,25,48,13,8,-11,0
1/31/2015,3,2,1,12,2,1,2,25,1,1,1,217,1,1
1/31/2015,5,9,1,22,2,1,2,25,1,1,1,217,-4,0
1/31/2015,52,72,6,6,2,1,2,25,1,1,1,217,-20,0
1/31/2015,2,4,2,15,3,2,2,29,17,16,1,55,-2,0
1/31/2015,31,27,9,32,3,2,2,29,17,16,1,55,4,1
1/31/2015,8,120,2,1,4,11,2,29,23,42,1,129,-112,0
1/31/2015,16,11,3,22,4,11,2,29,23,42,1,129,5,1
1/31/2015,7,5,5,20,6,3,1,29,28,28,13,22,2,1
1/31/2015,27,21,2,41,6,3,1,29,28,28,13,22,6,1
1/31/2015,18,20,13,8,12,10,2,29,4,5,1,215,-2,0
1/31/2015,42,39,31,9,14,12,1,29,14,14,13,166,3,1
1/31/2015,82,69,13,16,14,12,1,29,14,14,13,166,13,1
1/31/2015,15,13,6,11,15,16,1,16,2,4,13,215,2,1
1/31/2015,36,45,3,2,33,34,1,13,35,37,13,72,-9,0
1/24/2015,2,2,1,11,1,1,2,24,1,1,1,216,0,1
1/24/2015,9,7,1,21,1,1,2,24,1,1,1,216,2,1
1/24/2015,72,71,6,5,1,1,2,24,1,1,1,216,1,1
1/24/2015,4,4,2,14,2,2,2,28,16,15,1,54,0,1
1/24/2015,27,23,9,31,2,2,2,28,16,15,1,54,4,1
1/24/2015,5,8,5,19,3,3,1,28,28,29,13,21,-3,0
1/24/2015,21,19,2,40,3,3,1,28,28,29,13,21,2,1
1/24/2015,6,5,4,12,6,5,1,26,48,42,13,7,1,1
1/24/2015,10,6,1,27,6,5,1,26,48,42,13,7,4,1
1/24/2015,95,84,14,8,6,5,1,26,48,42,13,7,11,1
1/24/2015,20,24,13,7,10,10,2,28,5,6,1,214,-4,0
1/24/2015,11,10,3,21,11,9,2,28,42,37,1,128,1,1
1/24/2015,39,34,31,8,12,7,1,28,14,10,13,165,5,1
1/24/2015,69,55,13,15,12,7,1,28,14,10,13,165,14,1
1/24/2015,13,14,6,10,16,18,1,15,4,4,13,214,-1,0
1/24/2015,99,89,43,20,32,30,1,28,50,39,13,8,10,1
1/24/2015,45,120,3,1,34,92,1,12,37,36,13,71,-75,0
1/17/2015,2,1,1,10,1,1,2,23,1,1,1,215,1,1
1/17/2015,7,9,1,20,1,1,2,23,1,1,1,215,-2,0
1/17/2015,71,84,6,4,1,1,2,23,1,1,1,215,-13,0
1/17/2015,4,7,2,13,2,4,2,27,15,17,1,53,-3,0
1/17/2015,23,22,9,30,2,4,2,27,15,17,1,53,1,1
1/17/2015,8,6,5,18,3,5,1,27,29,28,13,20,2,1
1/17/2015,19,24,2,39,3,5,1,27,29,28,13,20,-5,0
1/17/2015,48,48,2,22,4,2,1,27,9,5,13,214,0,1
1/17/2015,5,4,4,11,5,3,1,25,42,40,13,6,1,1
1/17/2015,6,5,1,26,5,3,1,25,42,40,13,6,1,1
1/17/2015,84,64,14,7,5,3,1,25,42,40,13,6,20,1
1/17/2015,34,34,31,7,7,7,1,27,10,10,13,164,0,1
1/17/2015,55,51,13,14,7,7,1,27,10,10,13,164,4,1
1/17/2015,10,8,3,20,9,9,2,27,37,37,1,127,2,1
1/17/2015,24,25,13,6,10,12,2,27,6,7,1,213,-1,0
1/17/2015,14,13,6,9,18,19,1,14,4,6,13,213,1,1
1/17/2015,89,97,43,19,30,30,1,27,39,41,13,7,-8,0
1/17/2015,80,92,80,3,95,96,1,6,47,44,13,10,-12,0
1/10/2015,1,1,1,9,1,1,2,22,1,1,1,214,0,1
1/10/2015,9,11,1,19,1,1,2,22,1,1,1,214,-2,0
1/10/2015,78,120,78,2,1,1,2,22,1,1,1,214,-42,0
1/10/2015,84,120,6,3,1,1,2,22,1,1,1,214,-36,0
1/10/2015,48,48,2,21,2,2,1,26,5,2,13,213,0,1
1/10/2015,4,5,4,10,3,6,1,24,40,22,13,5,-1,0
1/10/2015,5,10,1,25,3,6,1,24,40,22,13,5,-5,0
1/10/2015,64,120,14,6,3,6,1,24,40,22,13,5,-56,0
1/10/2015,100,120,100,1,3,6,1,24,40,22,13,5,-20,0
1/10/2015,7,4,2,12,4,3,2,26,17,12,1,52,3,1
1/10/2015,22,19,9,29,4,3,2,26,17,12,1,52,3,1
1/10/2015,6,6,5,17,5,5,1,26,28,15,13,19,0,1
1/10/2015,24,27,2,38,5,5,1,26,28,15,13,19,-3,0
1/10/2015,50,42,42,5,6,8,1,26,2,5,13,110,8,1
1/10/2015,34,50,31,6,7,12,1,26,10,6,13,163,-16,0
1/10/2015,51,70,13,13,7,12,1,26,10,6,13,163,-19,0
1/10/2015,8,9,3,19,9,11,2,26,37,120,1,126,-1,0
1/10/2015,67,58,26,6,10,4,1,10,43,30,13,10,9,1
1/10/2015,25,24,13,5,12,13,2,26,7,8,1,212,1,1
1/10/2015,13,13,6,8,19,17,1,13,6,3,13,212,0,1
1/10/2015,97,120,43,18,30,25,1,26,41,50,13,6,-23,0
1/10/2015,92,120,80,2,96,120,1,5,44,120,13,9,-28,0
1/3/2015,1,1,1,8,1,1,2,21,1,1,1,213,0,1
1/3/2015,11,10,1,18,1,1,2,21,1,1,1,213,1,1
1/3/2015,48,55,2,20,2,12,1,25,2,5,13,212,-7,0
1/3/2015,4,6,2,11,3,4,2,25,12,12,1,51,-2,0
1/3/2015,19,17,9,28,3,4,2,25,12,12,1,51,2,1
1/3/2015,58,48,26,5,4,3,1,9,30,35,13,9,10,1
1/3/2015,6,5,5,16,5,5,1,25,15,17,13,18,1,1
1/3/2015,27,25,2,37,5,5,1,25,15,17,13,18,2,1
1/3/2015,5,4,4,9,6,6,1,23,22,23,13,4,1,1
1/3/2015,10,7,1,24,6,6,1,23,22,23,13,4,3,1
1/3/2015,42,64,42,4,8,10,1,25,5,2,13,109,-22,0
1/3/2015,90,120,58,1,9,2,1,2,23,24,13,2,-30,0
1/3/2015,98,73,61,2,9,2,1,2,23,24,13,2,25,1
1/3/2015,50,53,31,5,12,11,1,25,6,10,13,162,-3,0
1/3/2015,70,70,13,12,12,11,1,25,6,10,13,162,0,1
1/3/2015,24,20,13,4,13,13,2,25,8,7,1,211,4,1
1/3/2015,13,13,6,7,17,15,1,12,3,4,13,211,0,1
1/3/2015,94,100,91,2,36,46,1,25,48,45,13,2,-6,0
12/27/2014,1,1,1,7,1,1,2,20,1,2,1,212,0,1
12/27/2014,10,6,1,17,1,1,2,20,1,2,1,212,4,1
12/27/2014,76,120,6,2,1,1,2,20,1,2,1,212,-44,0
12/27/2014,73,120,61,1,2,120,1,1,23,120,13,1,-47,0
12/27/2014,95,120,36,1,2,120,1,1,23,120,13,1,-25,0
12/27/2014,48,38,26,4,3,2,1,8,34,49,13,8,10,1
12/27/2014,6,24,2,10,4,4,2,24,11,21,1,50,-18,0
12/27/2014,17,17,9,27,4,4,2,24,11,21,1,50,0,1
12/27/2014,56,34,34,2,4,4,2,24,11,21,1,50,22,1
12/27/2014,5,7,5,15,5,3,1,24,16,16,13,17,-2,0
12/27/2014,25,23,2,36,5,3,1,24,16,16,13,17,2,1
12/27/2014,90,120,90,1,5,3,1,24,16,16,13,17,-30,0
12/27/2014,4,8,4,8,6,5,1,22,22,43,13,3,-4,0
12/27/2014,7,3,1,23,6,5,1,22,22,43,13,3,4,1
12/27/2014,8,4,3,17,8,9,2,24,48,120,1,125,4,1
12/27/2014,53,51,31,4,11,10,1,24,9,11,13,161,2,1
12/27/2014,70,63,13,11,11,10,1,24,9,11,13,161,7,1
12/27/2014,55,55,2,19,12,12,1,24,4,4,13,211,0,1
12/27/2014,20,13,13,3,13,11,2,24,6,14,1,210,7,1
12/27/2014,13,12,6,6,15,13,1,11,3,3,13,210,1,1
12/27/2014,11,9,7,14,17,16,1,12,49,120,13,5,2,1
12/27/2014,99,93,43,17,24,20,1,24,47,120,13,4,6,1
12/27/2014,100,120,91,1,46,56,1,24,44,120,13,1,-20,0
12/20/2014,1,1,1,6,1,1,2,19,2,3,1,211,0,1
12/20/2014,6,4,1,16,1,1,2,19,2,3,1,211,2,1
12/20/2014,38,60,26,3,2,2,1,7,49,120,13,7,-22,0
12/20/2014,7,7,5,14,3,3,1,23,16,16,13,16,0,1
12/20/2014,23,26,2,35,3,3,1,23,16,16,13,16,-3,0
12/20/2014,17,17,9,26,4,9,2,23,21,21,1,49,0,1
12/20/2014,24,39,2,9,4,9,2,23,21,21,1,49,-15,0
12/20/2014,34,120,34,1,4,9,2,23,21,21,1,49,-86,0
12/20/2014,3,2,1,22,5,4,1,21,43,33,13,2,1,1
12/20/2014,8,13,4,7,5,4,1,21,43,33,13,2,-5,0
12/20/2014,92,65,42,2,7,7,1,23,1,1,13,107,27,1
12/20/2014,51,31,31,3,10,5,1,23,11,7,13,160,20,1
12/20/2014,63,45,13,10,10,5,1,23,11,7,13,160,18,1
12/20/2014,13,18,13,2,11,6,2,23,14,8,1,209,-5,0
12/20/2014,55,49,2,18,12,13,1,23,4,27,13,210,6,1
12/20/2014,12,6,6,5,13,10,1,10,3,4,13,209,6,1
12/20/2014,64,63,35,20,21,24,1,23,22,40,13,186,1,1
12/13/2014,1,1,1,5,1,1,2,18,3,6,1,210,0,1
12/13/2014,4,5,1,15,1,1,2,18,3,6,1,210,-1,0
12/13/2014,7,7,5,13,3,4,1,22,16,31,13,15,0,1
12/13/2014,26,24,2,34,3,4,1,22,16,31,13,15,2,1
12/13/2014,2,2,1,21,4,5,1,20,33,120,13,1,0,1
12/13/2014,13,19,4,6,4,5,1,20,33,120,13,1,-6,0
12/13/2014,99,120,14,5,4,5,1,20,33,120,13,1,-21,0
12/13/2014,31,55,31,2,5,2,1,22,7,2,13,159,-24,0
12/13/2014,45,29,13,9,5,2,1,22,7,2,13,159,16,1
12/13/2014,18,120,13,1,6,31,2,22,8,5,1,208,-102,0
12/13/2014,65,120,42,1,7,7,1,22,1,1,13,106,-55,0
12/13/2014,17,10,9,25,9,9,2,22,21,22,1,48,7,1
12/13/2014,39,40,2,8,9,9,2,22,21,22,1,48,-1,0
12/13/2014,6,20,6,4,10,19,1,9,4,7,13,208,-14,0
12/13/2014,49,54,2,17,13,10,1,22,27,8,13,209,-5,0
12/13/2014,63,59,35,19,24,15,1,22,40,20,13,185,4,1
12/13/2014,34,65,34,4,26,42,1,22,39,120,13,35,-31,0
12/13/2014,95,91,24,18,39,37,2,22,12,10,1,210,4,1
12/6/2014,1,1,1,4,1,1,2,17,6,2,1,209,0,1
12/6/2014,5,3,1,14,1,1,2,17,6,2,1,209,2,1
12/6/2014,29,33,13,8,2,10,1,21,2,5,13,158,-4,0
12/6/2014,55,120,31,1,2,10,1,21,2,5,13,158,-65,0
12/6/2014,99,120,99,1,2,10,1,21,2,5,13,158,-21,0
12/6/2014,7,9,5,12,4,5,1,21,31,37,13,14,-2,0
12/6/2014,24,20,2,33,4,5,1,21,31,37,13,14,4,1
12/6/2014,10,11,9,24,9,8,2,21,22,17,1,47,-1,0
12/6/2014,40,62,2,7,9,8,2,21,22,17,1,47,-22,0
12/6/2014,54,34,2,16,10,12,1,21,8,11,13,208,20,1
12/6/2014,59,53,35,18,15,17,1,21,20,16,13,184,6,1
12/6/2014,20,26,6,3,19,28,1,8,7,6,13,207,-6,0
12/6/2014,85,120,34,2,36,40,2,21,12,8,1,36,-35,0
12/6/2014,91,79,24,17,37,30,2,21,10,13,1,209,12,1
11/29/2014,1,13,1,3,1,1,2,16,2,3,1,208,-12,0
11/29/2014,3,1,1,13,1,1,2,16,2,3,1,208,2,1
11/29/2014,9,11,5,11,5,4,1,20,37,46,13,13,-2,0
11/29/2014,20,16,2,32,5,4,1,20,37,46,13,13,4,1
11/29/2014,11,12,9,23,8,6,2,20,17,22,1,46,-1,0
11/29/2014,62,68,2,6,8,6,2,20,17,22,1,46,-6,0
11/29/2014,33,32,13,7,10,11,1,20,5,8,13,157,1,1
11/29/2014,87,120,87,1,10,11,1,20,5,8,13,157,-33,0
11/29/2014,88,120,88,1,10,11,1,20,5,8,13,157,-32,0
11/29/2014,10,23,7,10,11,36,1,8,34,49,13,4,-13,0
11/29/2014,34,33,2,15,12,7,1,20,11,6,13,207,1,1
11/29/2014,53,52,35,17,17,18,1,20,16,23,13,183,1,1
11/29/2014,26,25,6,2,28,19,1,7,6,4,13,206,1,1
11/29/2014,79,73,24,16,30,23,2,20,13,11,1,208,6,1
11/29/2014,72,67,16,20,40,35,2,20,8,10,1,35,5,1
11/29/2014,82,120,34,2,41,62,1,20,45,120,13,34,-38,0
11/22/2014,1,1,1,12,1,1,2,15,3,4,1,207,0,1
11/22/2014,13,18,1,2,1,1,2,15,3,4,1,207,-5,0
11/22/2014,11,12,5,10,4,4,1,19,46,36,13,12,-1,0
11/22/2014,16,11,2,31,4,4,1,19,46,36,13,12,5,1
11/22/2014,12,9,9,22,6,8,2,19,22,19,1,45,3,1
11/22/2014,68,84,2,5,6,8,2,19,22,19,1,45,-16,0
11/22/2014,33,38,2,14,7,9,1,19,6,6,13,206,-5,0
11/22/2014,32,34,13,6,11,18,1,19,8,7,13,156,-2,0
11/22/2014,77,120,77,1,11,18,1,19,8,7,13,156,-43,0
11/22/2014,52,44,35,16,18,13,1,19,23,10,13,182,8,1
11/22/2014,25,120,6,1,19,120,1,6,4,5,13,205,-95,0
11/22/2014,73,67,24,15,23,20,2,19,11,8,1,207,6,1
11/22/2014,67,65,16,19,35,40,2,19,10,16,1,34,2,1
11/22/2014,23,28,7,9,36,41,1,7,49,120,13,3,-5,0
11/22/2014,92,120,80,1,64,120,1,4,15,18,13,6,-28,0
11/15/2014,1,2,1,11,1,1,2,14,4,2,1,206,-1,0
11/15/2014,18,120,1,1,1,1,2,14,4,2,1,206,-102,0
11/15/2014,60,120,6,1,1,1,2,14,4,2,1,206,-60,0
11/15/2014,69,48,48,2,1,1,2,14,4,2,1,206,21,1
11/15/2014,76,120,5,1,1,1,2,14,4,2,1,206,-44,0
11/15/2014,80,120,78,1,1,1,2,14,4,2,1,206,-40,0
11/15/2014,4,5,3,11,3,4,2,18,48,47,1,124,-1,0
11/15/2014,32,25,6,20,3,4,2,18,48,47,1,124,7,1
11/15/2014,11,10,2,30,4,5,1,18,36,31,13,11,1,1
11/15/2014,12,16,5,9,4,5,1,18,36,31,13,11,-4,0
11/15/2014,9,11,9,21,8,10,2,18,19,27,1,44,-2,0
11/15/2014,84,75,2,4,8,10,2,18,19,27,1,44,9,1
11/15/2014,38,23,2,13,9,16,1,18,6,12,13,205,15,1
11/15/2014,44,41,35,15,13,18,1,18,10,7,13,181,3,1
11/15/2014,34,18,13,5,18,20,1,18,7,6,13,155,16,1
11/15/2014,67,62,24,14,20,22,2,18,8,9,1,206,5,1
11/15/2014,65,51,16,18,40,32,2,18,16,11,1,33,14,1
11/15/2014,86,91,69,7,86,120,1,10,39,120,13,8,-5,0
11/8/2014,2,2,1,10,1,2,2,13,2,3,1,205,0,1
11/8/2014,48,120,48,1,1,2,2,13,2,3,1,205,-72,0
11/8/2014,77,18,18,2,1,2,2,13,2,3,1,205,59,1
11/8/2014,5,7,3,10,4,5,2,17,47,47,1,123,-2,0
11/8/2014,25,22,6,19,4,5,2,17,47,47,1,123,3,1
11/8/2014,10,8,2,29,5,3,1,17,31,36,13,10,2,1
11/8/2014,16,20,5,8,5,3,1,17,31,36,13,10,-4,0
11/8/2014,11,10,9,20,10,8,2,17,27,18,1,43,1,1
11/8/2014,75,79,2,3,10,8,2,17,27,18,1,43,-4,0
11/8/2014,23,11,2,12,16,11,1,17,12,28,13,204,12,1
11/8/2014,41,36,35,14,18,18,1,17,7,12,13,180,5,1
11/8/2014,18,40,13,4,20,19,1,17,6,7,13,154,-22,0
11/8/2014,62,60,24,13,22,15,2,17,9,10,1,205,2,1
11/8/2014,51,42,16,17,32,25,2,17,11,17,1,32,9,1
11/8/2014,40,41,1,43,57,50,1,17,46,22,13,34,-1,0
11/1/2014,2,2,1,9,2,4,2,12,3,5,1,204,0,1
11/1/2014,18,120,18,1,2,4,2,12,3,5,1,204,-102,0
11/1/2014,8,9,2,28,3,5,1,16,36,32,13,9,-1,0
11/1/2014,20,25,5,7,3,5,1,16,36,32,13,9,-5,0
11/1/2014,7,7,3,9,5,3,2,16,47,48,1,122,0,1
11/1/2014,22,19,6,18,5,3,2,16,47,48,1,122,3,1
11/1/2014,10,13,9,19,8,8,2,16,18,17,1,42,-3,0
11/1/2014,79,69,2,2,8,8,2,16,18,17,1,42,10,1
11/1/2014,11,8,2,11,11,11,1,16,28,15,13,203,3,1
11/1/2014,15,18,14,21,14,16,1,16,45,50,13,18,-3,0
11/1/2014,60,48,24,12,15,14,2,16,10,10,1,204,12,1
11/1/2014,36,37,35,13,18,19,1,16,12,19,13,179,-1,0
11/1/2014,40,46,13,3,19,15,1,16,7,4,13,153,-6,0
11/1/2014,42,39,16,16,25,18,2,16,17,8,1,31,3,1
11/1/2014,41,35,1,42,50,36,1,16,22,30,13,33,6,1
10/25/2014,7,8,3,8,3,2,2,15,48,37,1,121,-1,0
10/25/2014,19,18,6,17,3,2,2,15,48,37,1,121,1,1
10/25/2014,2,2,1,8,4,4,2,11,5,4,1,203,0,1
10/25/2014,9,9,2,27,5,8,1,15,32,35,13,8,0,1
10/25/2014,25,52,5,6,5,8,1,15,32,35,13,8,-27,0
10/25/2014,13,17,9,18,8,14,2,15,17,30,1,41,-4,0
10/25/2014,69,120,2,1,8,14,2,15,17,30,1,41,-51,0
10/25/2014,8,5,2,10,11,9,1,15,15,10,13,202,3,1
10/25/2014,48,36,24,11,14,17,2,15,10,8,1,203,12,1
10/25/2014,46,13,13,2,15,10,1,15,4,9,13,152,33,1
10/25/2014,18,23,14,20,16,23,1,15,50,42,13,17,-5,0
10/25/2014,39,37,16,15,18,24,2,15,8,11,1,30,2,1
