@relation 'social_s (1)'

@attribute Date {4/8/2017,4/1/2017,3/25/2017,3/18/2017,3/11/2017,3/4/2017,2/25/2017,2/18/2017,2/11/2017,2/4/2017,1/28/2017,1/21/2017,1/14/2017,1/7/2017,12/31/2016,12/24/2016,12/17/2016,12/10/2016,12/3/2016,11/26/2016,11/19/2016,11/12/2016,11/5/2016,10/29/2016,10/22/2016,10/15/2016,10/8/2016,10/1/2016,9/24/2016,9/17/2016,9/10/2016,9/3/2016,8/27/2016,8/20/2016,8/13/2016,8/6/2016,7/30/2016,7/23/2016,7/16/2016,7/9/2016,7/2/2016,6/25/2016,6/18/2016,6/11/2016,6/4/2016,5/28/2016,5/21/2016,5/14/2016,5/7/2016,4/30/2016,4/23/2016,4/16/2016,4/9/2016,4/2/2016,3/26/2016,3/19/2016,3/12/2016,3/5/2016,2/27/2016,2/20/2016,2/13/2016,2/6/2016,1/30/2016,1/23/2016,1/16/2016,1/9/2016,1/2/2016,12/26/2015,12/19/2015,12/12/2015,12/5/2015,11/28/2015,11/21/2015,11/14/2015,11/7/2015,10/31/2015,10/24/2015,10/17/2015,10/10/2015,10/3/2015,9/26/2015,9/19/2015,9/12/2015,9/5/2015,8/29/2015,8/22/2015,8/15/2015,8/8/2015,8/1/2015,7/25/2015,7/18/2015,7/11/2015,7/4/2015,6/27/2015,6/20/2015,6/13/2015,6/6/2015,5/30/2015,5/23/2015,5/16/2015,5/9/2015,5/2/2015,4/25/2015,4/18/2015,4/11/2015,4/4/2015,3/28/2015,3/21/2015,3/14/2015,3/7/2015,2/28/2015,2/21/2015,2/14/2015,2/7/2015,1/31/2015,1/24/2015,1/17/2015,1/10/2015,1/3/2015,12/27/2014,12/20/2014,12/13/2014,12/6/2014,11/29/2014,11/22/2014,11/15/2014,11/8/2014,11/1/2014,10/25/2014,10/18/2014,10/11/2014,10/4/2014,9/27/2014,9/20/2014,9/13/2014,9/6/2014,8/30/2014,8/23/2014,8/16/2014,8/9/2014,8/2/2014,7/26/2014}
@attribute S_rank numeric
@attribute S_last_week numeric
@attribute S_peak_position numeric
@attribute S_wks_on_rank numeric
@attribute A_rank numeric
@attribute A_last_week numeric
@attribute A_peak_position numeric
@attribute A_wks_on_rank numeric
@attribute O_rank numeric
@attribute O_last_week numeric
@attribute O_peak_position numeric
@attribute O_wks_on_rank numeric
@attribute Cls numeric
@attribute Class numeric

@data
3/5/2016,75,70,21,20,42,49,1,57,6,8,13,264,5,1
3/5/2016,51,53,45,13,61,36,1,29,40,120,13,3,-2,0
3/5/2016,68,93,68,10,62,120,1,18,43,120,13,7,-25,0
3/5/2016,80,88,23,3,90,87,1,13,31,25,13,39,-8,0
2/27/2016,1,2,1,13,1,1,2,84,1,1,1,273,-1,0
2/27/2016,3,3,1,16,1,1,2,84,1,1,1,273,0,1
2/27/2016,23,21,1,24,1,1,2,84,1,1,1,273,2,1
2/27/2016,6,5,1,16,2,3,2,54,24,16,1,190,1,1
2/27/2016,20,29,14,12,2,3,2,54,24,16,1,190,-9,0
2/27/2016,67,120,67,1,3,17,3,30,30,13,30,26,-53,0
2/27/2016,13,36,13,14,4,14,2,49,35,42,1,154,-23,0
2/27/2016,64,68,25,2,4,14,2,49,35,42,1,154,-4,0
2/27/2016,84,91,7,2,5,2,2,81,11,12,1,262,-7,0
2/27/2016,16,18,2,28,6,4,1,85,10,19,13,248,-2,0
2/27/2016,26,6,6,2,6,4,1,85,10,19,13,248,20,1
2/27/2016,14,16,12,14,7,8,1,70,33,120,13,38,-2,0
2/27/2016,25,23,1,38,7,8,1,70,33,120,13,38,2,1
2/27/2016,42,42,1,36,7,8,1,70,33,120,13,38,0,1
2/27/2016,95,98,60,7,7,8,1,70,33,120,13,38,-3,0
2/27/2016,12,13,7,10,9,11,1,72,6,5,13,271,-1,0
2/27/2016,18,15,5,22,9,11,1,72,6,5,13,271,3,1
2/27/2016,38,35,5,25,10,12,2,81,14,14,1,273,3,1
2/27/2016,51,49,18,8,10,12,2,81,14,14,1,273,2,1
2/27/2016,7,1,1,2,13,6,1,3,2,2,13,3,6,1
2/27/2016,10,11,4,38,19,15,1,53,7,3,13,60,-1,0
2/27/2016,15,17,12,11,20,10,1,46,49,36,13,3,-2,0
2/27/2016,41,34,13,21,22,23,1,69,22,24,13,127,7,1
2/27/2016,66,70,43,3,22,23,1,69,22,24,13,127,-4,0
2/27/2016,63,54,10,17,24,19,1,85,16,7,13,222,9,1
2/27/2016,96,92,65,3,24,19,1,85,16,7,13,222,4,1
2/27/2016,50,51,20,9,27,24,1,85,23,18,13,246,-1,0
2/27/2016,70,67,21,19,49,53,1,56,8,11,13,263,3,1
2/27/2016,88,85,23,2,87,64,1,12,25,15,13,38,3,1
2/20/2016,2,1,1,12,1,1,2,83,1,1,1,272,1,1
2/20/2016,3,2,1,15,1,1,2,83,1,1,1,272,1,1
2/20/2016,21,17,1,23,1,1,2,83,1,1,1,272,4,1
2/20/2016,91,120,7,1,2,16,2,80,12,6,1,261,-29,0
2/20/2016,5,4,1,15,3,2,2,53,16,33,1,189,1,1
2/20/2016,29,29,14,11,3,2,2,53,16,33,1,189,0,1
2/20/2016,6,120,6,1,4,4,1,84,19,13,13,247,-114,0
2/20/2016,18,14,2,27,4,4,1,84,19,13,13,247,4,1
2/20/2016,1,120,1,1,6,39,1,2,2,3,13,2,-119,0
2/20/2016,17,22,12,10,10,31,1,45,36,31,13,2,-5,0
2/20/2016,13,7,7,9,11,7,1,71,5,12,13,270,6,1
2/20/2016,15,8,5,21,11,7,1,71,5,12,13,270,7,1
2/20/2016,35,34,5,24,12,8,2,80,14,9,1,272,1,1
2/20/2016,49,44,18,7,12,8,2,80,14,9,1,272,5,1
2/20/2016,19,16,13,19,13,10,1,19,32,37,13,2,3,1
2/20/2016,44,40,26,15,13,10,1,19,32,37,13,2,4,1
2/20/2016,83,77,67,8,13,10,1,19,32,37,13,2,6,1
2/20/2016,36,45,13,13,14,35,2,48,42,50,1,153,-9,0
2/20/2016,68,120,25,1,14,35,2,48,42,50,1,153,-52,0
2/20/2016,11,11,4,37,15,13,1,52,3,5,13,59,0,1
2/20/2016,54,43,10,16,19,14,1,84,7,4,13,221,11,1
2/20/2016,92,120,65,2,19,14,1,84,7,4,13,221,-28,0
2/20/2016,34,32,13,20,23,23,1,68,24,23,13,126,2,1
2/20/2016,70,81,43,2,23,23,1,68,24,23,13,126,-11,0
2/20/2016,51,48,20,8,24,21,1,84,18,15,13,245,3,1
2/20/2016,67,47,21,18,53,42,1,55,11,10,13,262,20,1
2/20/2016,52,49,45,11,59,71,1,27,33,120,13,2,3,1
2/20/2016,85,120,23,1,64,90,1,11,15,19,13,37,-35,0
2/13/2016,1,2,1,11,1,1,2,82,1,1,1,271,-1,0
2/13/2016,2,1,1,14,1,1,2,82,1,1,1,271,1,1
2/13/2016,17,10,1,22,1,1,2,82,1,1,1,271,7,1
2/13/2016,4,3,1,14,2,2,2,52,33,31,1,188,1,1
2/13/2016,29,35,14,10,2,2,2,52,33,31,1,188,-6,0
2/13/2016,14,9,2,26,4,7,1,83,13,12,13,246,5,1
2/13/2016,13,13,12,12,5,5,1,68,40,40,13,37,0,1
2/13/2016,21,18,1,36,5,5,1,68,40,40,13,37,3,1
2/13/2016,35,32,1,34,5,5,1,68,40,40,13,37,3,1
2/13/2016,99,100,60,5,5,5,1,68,40,40,13,37,-1,0
2/13/2016,7,21,7,8,7,8,1,70,12,6,13,269,-14,0
2/13/2016,8,7,5,20,7,8,1,70,12,6,13,269,1,1
2/13/2016,34,34,5,23,8,9,2,79,9,13,1,271,0,1
2/13/2016,44,50,18,6,8,9,2,79,9,13,1,271,-6,0
2/13/2016,16,15,13,18,10,13,1,18,37,120,13,1,1,1
2/13/2016,40,39,26,14,10,13,1,18,37,120,13,1,1,1
2/13/2016,77,67,67,7,10,13,1,18,37,120,13,1,10,1
2/13/2016,11,6,4,36,13,11,1,51,5,3,13,58,5,1
2/13/2016,43,38,10,15,14,14,1,83,4,10,13,220,5,1
2/13/2016,48,49,20,7,21,16,1,83,15,8,13,244,-1,0
2/13/2016,42,41,36,24,22,27,1,60,39,120,13,4,1,1
2/13/2016,32,27,13,19,23,21,1,67,23,20,13,125,5,1
2/13/2016,81,120,43,1,23,21,1,67,23,20,13,125,-39,0
2/13/2016,22,26,12,9,31,33,1,44,31,120,13,1,-4,0
2/13/2016,45,47,13,12,35,39,2,47,50,120,1,152,-2,0
2/13/2016,47,40,21,17,42,34,1,54,10,7,13,261,7,1
2/13/2016,89,51,7,13,46,23,1,81,7,2,13,167,38,1
2/6/2016,1,1,1,13,1,2,2,81,1,1,1,270,0,1
2/6/2016,2,3,1,10,1,2,2,81,1,1,1,270,-1,0
2/6/2016,10,10,1,21,1,2,2,81,1,1,1,270,0,1
2/6/2016,75,67,19,12,1,2,2,81,1,1,1,270,8,1
2/6/2016,3,2,1,13,2,3,2,51,31,17,1,187,1,1
2/6/2016,35,41,14,9,2,3,2,51,31,17,1,187,-6,0
2/6/2016,72,120,68,3,3,50,1,13,41,22,13,4,-48,0
2/6/2016,89,120,89,1,3,50,1,13,41,22,13,4,-31,0
2/6/2016,92,120,92,1,3,50,1,13,41,22,13,4,-28,0
2/6/2016,13,15,12,11,5,4,1,67,40,27,13,36,-2,0
2/6/2016,18,14,1,35,5,4,1,67,40,27,13,36,4,1
2/6/2016,32,27,1,33,5,4,1,67,40,27,13,36,5,1
2/6/2016,100,120,60,4,5,4,1,67,40,27,13,36,-20,0
2/6/2016,9,7,2,25,7,5,1,82,12,12,13,245,2,1
2/6/2016,94,91,58,19,7,5,1,82,12,12,13,245,3,1
2/6/2016,7,5,5,19,8,7,1,69,6,4,13,268,2,1
2/6/2016,21,37,7,7,8,7,1,69,6,4,13,268,-16,0
2/6/2016,34,28,5,22,9,8,2,78,13,9,1,270,6,1
2/6/2016,50,55,18,5,9,8,2,78,13,9,1,270,-5,0
2/6/2016,6,8,4,35,11,12,1,50,3,8,13,57,-2,0
2/6/2016,38,35,10,14,14,10,1,82,10,5,13,219,3,1
2/6/2016,49,51,20,6,16,14,1,82,8,11,13,243,-2,0
2/6/2016,27,21,13,18,21,19,1,66,20,32,13,124,6,1
2/6/2016,51,53,7,12,23,22,1,80,2,2,13,166,-2,0
2/6/2016,40,30,21,16,34,28,1,53,7,10,13,260,10,1
1/30/2016,40,120,40,1,1,120,1,1,3,50,13,3,-80,0
1/30/2016,42,120,15,15,1,120,1,1,3,50,13,3,-78,0
1/30/2016,78,120,78,1,1,120,1,1,3,50,13,3,-42,0
1/30/2016,1,1,1,12,2,1,2,80,1,1,1,269,0,1
1/30/2016,3,3,1,9,2,1,2,80,1,1,1,269,0,1
1/30/2016,10,8,1,20,2,1,2,80,1,1,1,269,2,1
1/30/2016,67,67,19,11,2,1,2,80,1,1,1,269,0,1
1/30/2016,2,2,1,12,3,2,2,50,17,8,1,186,0,1
1/30/2016,41,41,14,8,3,2,2,50,17,8,1,186,0,1
1/30/2016,14,11,1,34,4,4,1,66,27,26,13,35,3,1
1/30/2016,15,16,12,10,4,4,1,66,27,26,13,35,-1,0
1/30/2016,27,24,1,32,4,4,1,66,27,26,13,35,3,1
1/30/2016,7,4,2,24,5,3,1,81,12,17,13,244,3,1
1/30/2016,91,78,58,18,5,3,1,81,12,17,13,244,13,1
1/30/2016,5,6,5,18,7,7,1,68,4,3,13,267,-1,0
1/30/2016,37,42,7,6,7,7,1,68,4,3,13,267,-5,0
1/30/2016,28,21,5,21,8,6,2,77,9,5,1,269,7,1
1/30/2016,55,46,18,4,8,6,2,77,9,5,1,269,9,1
1/30/2016,35,28,10,13,10,8,1,81,5,12,13,218,7,1
1/30/2016,8,7,4,34,12,9,1,49,8,2,13,56,1,1
1/30/2016,51,53,20,5,14,14,1,81,11,19,13,242,-2,0
1/30/2016,21,15,13,17,19,16,1,65,32,13,13,123,6,1
1/30/2016,53,50,7,11,22,34,1,79,2,6,13,165,3,1
1/30/2016,30,25,21,15,28,18,1,52,10,4,13,259,5,1
1/23/2016,1,2,1,11,1,2,2,79,1,1,1,268,-1,0
1/23/2016,3,3,1,8,1,2,2,79,1,1,1,268,0,1
1/23/2016,8,5,1,19,1,2,2,79,1,1,1,268,3,1
1/23/2016,67,58,19,10,1,2,2,79,1,1,1,268,9,1
1/23/2016,2,1,1,11,2,1,2,49,8,12,1,185,1,1
1/23/2016,41,47,14,7,2,1,2,49,8,12,1,185,-6,0
1/23/2016,4,4,2,23,3,3,1,80,17,9,13,243,0,1
1/23/2016,78,66,58,17,3,3,1,80,17,9,13,243,12,1
1/23/2016,11,11,1,33,4,4,1,65,26,41,13,34,0,1
1/23/2016,16,20,12,9,4,4,1,65,26,41,13,34,-4,0
1/23/2016,24,24,1,31,4,4,1,65,26,41,13,34,0,1
1/23/2016,21,18,5,20,6,5,2,76,5,4,1,268,3,1
1/23/2016,46,120,18,3,6,5,2,76,5,4,1,268,-74,0
1/23/2016,6,7,5,17,7,9,1,67,3,7,13,266,-1,0
1/23/2016,42,42,7,5,7,9,1,67,3,7,13,266,0,1
1/23/2016,28,26,10,12,8,7,1,80,12,8,13,217,2,1
1/23/2016,7,6,4,33,9,10,1,48,2,3,13,55,1,1
1/23/2016,53,59,20,4,14,12,1,80,19,17,13,241,-6,0
1/23/2016,15,16,13,16,16,15,1,64,13,21,13,122,-1,0
1/23/2016,48,55,48,8,17,16,1,70,30,120,13,10,-7,0
1/23/2016,25,23,21,14,18,17,1,51,4,6,13,258,2,1
1/23/2016,50,39,7,10,34,19,1,78,6,5,13,164,11,1
1/23/2016,88,80,68,4,90,97,1,15,48,120,13,6,8,1
1/16/2016,1,1,1,10,1,1,2,48,12,7,1,184,0,1
1/16/2016,47,54,14,6,1,1,2,48,12,7,1,184,-7,0
1/16/2016,2,2,1,10,2,2,2,78,1,1,1,267,0,1
1/16/2016,3,3,1,7,2,2,2,78,1,1,1,267,0,1
1/16/2016,5,5,1,18,2,2,2,78,1,1,1,267,0,1
1/16/2016,58,59,19,9,2,2,2,78,1,1,1,267,-1,0
1/16/2016,86,95,43,7,2,2,2,78,1,1,1,267,-9,0
1/16/2016,4,4,2,22,3,4,1,79,9,11,13,242,0,1
1/16/2016,66,79,58,16,3,4,1,79,9,11,13,242,-13,0
1/16/2016,11,9,1,32,4,3,1,64,41,13,13,33,2,1
1/16/2016,20,15,12,8,4,3,1,64,41,13,13,33,5,1
1/16/2016,24,21,1,30,4,3,1,64,41,13,13,33,3,1
1/16/2016,18,22,5,19,5,6,2,75,4,3,1,267,-4,0
1/16/2016,26,31,10,11,7,9,1,79,8,4,13,216,-5,0
1/16/2016,7,6,5,16,9,8,1,66,7,6,13,265,1,1
1/16/2016,42,39,7,4,9,8,1,66,7,6,13,265,3,1
1/16/2016,6,8,4,32,10,14,1,47,3,10,13,54,-2,0
1/16/2016,91,99,91,2,11,13,1,24,49,120,13,21,-8,0
1/16/2016,59,53,20,3,12,5,1,79,17,5,13,240,6,1
1/16/2016,89,77,60,17,12,5,1,79,17,5,13,240,12,1
1/16/2016,95,80,80,2,12,5,1,79,17,5,13,240,15,1
1/16/2016,16,17,13,15,15,18,1,63,21,37,13,121,-1,0
1/16/2016,23,27,21,13,17,24,1,50,6,12,13,257,-4,0
1/16/2016,39,35,7,9,19,12,1,77,5,2,13,163,4,1
1/16/2016,17,16,16,17,33,36,1,17,29,120,13,3,1,1
1/9/2016,1,1,1,9,1,1,2,47,7,18,1,183,0,1
1/9/2016,54,55,14,5,1,1,2,47,7,18,1,183,-1,0
1/9/2016,2,2,1,9,2,2,2,77,1,1,1,266,0,1
1/9/2016,3,4,1,6,2,2,2,77,1,1,1,266,-1,0
1/9/2016,5,5,1,17,2,2,2,77,1,1,1,266,0,1
1/9/2016,59,59,19,8,2,2,2,77,1,1,1,266,0,1
1/9/2016,95,100,43,6,2,2,2,77,1,1,1,266,-5,0
1/9/2016,9,7,1,31,3,3,1,63,13,19,13,32,2,1
1/9/2016,15,12,12,7,3,3,1,63,13,19,13,32,3,1
1/9/2016,21,15,1,29,3,3,1,63,13,19,13,32,6,1
1/9/2016,4,3,2,21,4,4,1,78,11,14,13,241,1,1
1/9/2016,79,94,58,15,4,4,1,78,11,14,13,241,-15,0
1/9/2016,53,64,20,2,5,12,1,78,5,3,13,239,-11,0
1/9/2016,77,120,60,16,5,12,1,78,5,3,13,239,-43,0
1/9/2016,80,120,80,1,5,12,1,78,5,3,13,239,-40,0
1/9/2016,91,120,91,1,5,12,1,78,5,3,13,239,-29,0
1/9/2016,22,23,5,18,6,8,2,74,3,5,1,266,-1,0
1/9/2016,6,6,5,15,8,7,1,65,6,4,13,264,0,1
1/9/2016,39,62,7,3,8,7,1,65,6,4,13,264,-23,0
1/9/2016,31,32,10,10,9,9,1,78,4,8,13,215,-1,0
1/9/2016,35,33,7,8,12,15,1,76,2,2,13,162,2,1
1/9/2016,8,9,4,31,14,13,1,46,10,10,13,53,-1,0
1/9/2016,17,14,13,14,18,17,1,62,37,20,13,120,3,1
1/9/2016,11,18,11,14,23,37,2,13,43,120,1,65,-7,0
1/9/2016,27,30,21,12,24,23,1,49,12,6,13,256,-3,0
1/2/2016,1,1,1,8,1,1,2,46,18,10,1,182,0,1
1/2/2016,55,78,14,4,1,1,2,46,18,10,1,182,-23,0
1/2/2016,2,2,1,8,2,2,2,76,1,1,1,265,0,1
1/2/2016,4,5,1,5,2,2,2,76,1,1,1,265,-1,0
1/2/2016,5,4,1,16,2,2,2,76,1,1,1,265,1,1
1/2/2016,59,51,19,7,2,2,2,76,1,1,1,265,8,1
1/2/2016,100,85,43,5,2,2,2,76,1,1,1,265,15,1
1/2/2016,7,6,1,30,3,3,1,62,19,13,13,31,1,1
1/2/2016,12,19,12,6,3,3,1,62,19,13,13,31,-7,0
1/2/2016,15,15,1,28,3,3,1,62,19,13,13,31,0,1
1/2/2016,3,3,2,20,4,4,1,77,14,14,13,240,0,1
1/2/2016,74,66,21,20,4,4,1,77,14,14,13,240,8,1
1/2/2016,94,88,58,14,4,4,1,77,14,14,13,240,6,1
1/2/2016,6,9,5,14,7,7,1,64,4,2,13,263,-3,0
1/2/2016,62,77,7,2,7,7,1,64,4,2,13,263,-15,0
1/2/2016,23,18,5,17,8,9,2,73,5,5,1,265,5,1
1/2/2016,32,32,10,9,9,10,1,77,8,4,13,214,0,1
1/2/2016,50,46,3,20,9,10,1,77,8,4,13,214,4,1
1/2/2016,64,120,20,1,12,20,1,77,3,11,13,238,-56,0
1/2/2016,9,7,4,30,13,13,1,45,10,3,13,52,2,1
1/2/2016,33,24,7,7,15,23,1,75,2,9,13,161,9,1
1/2/2016,14,13,13,13,17,16,1,61,20,23,13,119,1,1
1/2/2016,30,31,21,11,23,22,1,48,6,6,13,255,-1,0
1/2/2016,16,16,16,15,40,41,1,15,45,120,13,2,0,1
12/26/2015,1,1,1,7,1,1,2,45,10,4,1,181,0,1
12/26/2015,78,69,14,3,1,1,2,45,10,4,1,181,9,1
12/26/2015,2,2,1,7,2,2,2,75,1,1,1,264,0,1
12/26/2015,4,4,1,15,2,2,2,75,1,1,1,264,0,1
12/26/2015,5,7,1,4,2,2,2,75,1,1,1,264,-2,0
12/26/2015,51,34,19,6,2,2,2,75,1,1,1,264,17,1
12/26/2015,85,74,43,4,2,2,2,75,1,1,1,264,11,1
12/26/2015,90,80,42,4,2,2,2,75,1,1,1,264,10,1
12/26/2015,95,83,53,4,2,2,2,75,1,1,1,264,12,1
12/26/2015,6,5,1,29,3,4,1,61,13,17,13,30,1,1
12/26/2015,15,16,1,27,3,4,1,61,13,17,13,30,-1,0
12/26/2015,19,37,12,5,3,4,1,61,13,17,13,30,-18,0
12/26/2015,3,3,2,19,4,3,1,76,14,13,13,239,0,1
12/26/2015,66,73,21,19,4,3,1,76,14,13,13,239,-7,0
12/26/2015,88,93,58,13,4,3,1,76,14,13,13,239,-5,0
12/26/2015,39,54,13,5,5,31,2,40,49,35,1,151,-15,0
12/26/2015,9,10,5,13,7,9,1,63,2,6,13,262,-1,0
12/26/2015,77,120,7,1,7,9,1,63,2,6,13,262,-43,0
12/26/2015,18,14,5,16,9,5,2,72,5,2,1,264,4,1
12/26/2015,32,27,10,8,10,6,1,76,4,3,13,213,5,1
12/26/2015,46,33,3,19,10,6,1,76,4,3,13,213,13,1
12/26/2015,7,6,4,29,13,10,1,44,3,5,13,51,1,1
12/26/2015,13,13,13,12,16,14,1,60,23,49,13,118,0,1
12/26/2015,99,82,60,15,20,16,1,76,11,15,13,237,17,1
12/26/2015,31,21,21,10,22,13,1,47,6,7,13,254,10,1
12/26/2015,24,17,7,6,23,19,1,74,9,12,13,160,7,1
12/26/2015,56,52,52,4,63,53,1,5,45,120,13,2,4,1
12/19/2015,1,1,1,6,1,1,2,44,4,3,1,180,0,1
12/19/2015,69,22,14,2,1,1,2,44,4,3,1,180,47,1
12/19/2015,2,2,1,6,2,2,2,74,1,1,1,263,0,1
12/19/2015,4,4,1,14,2,2,2,74,1,1,1,263,0,1
12/19/2015,7,7,1,3,2,2,2,74,1,1,1,263,0,1
12/19/2015,34,31,19,5,2,2,2,74,1,1,1,263,3,1
12/19/2015,74,62,43,3,2,2,2,74,1,1,1,263,12,1
12/19/2015,80,60,42,3,2,2,2,74,1,1,1,263,20,1
12/19/2015,83,73,53,3,2,2,2,74,1,1,1,263,10,1
12/19/2015,3,3,2,18,3,3,1,75,13,11,13,238,0,1
12/19/2015,73,67,21,18,3,3,1,75,13,11,13,238,6,1
12/19/2015,93,92,58,12,3,3,1,75,13,11,13,238,1,1
12/19/2015,5,5,1,28,4,4,1,60,17,20,13,29,0,1
12/19/2015,16,17,1,26,4,4,1,60,17,20,13,29,-1,0
12/19/2015,37,54,12,4,4,4,1,60,17,20,13,29,-17,0
12/19/2015,14,13,5,15,5,6,2,71,2,16,1,263,1,1
12/19/2015,27,27,10,7,6,5,1,75,3,2,13,212,0,1
12/19/2015,33,30,3,18,6,5,1,75,3,2,13,212,3,1
12/19/2015,10,11,5,12,9,8,1,62,6,6,13,261,-1,0
12/19/2015,6,6,4,28,10,9,1,43,5,10,13,50,0,1
12/19/2015,21,28,21,9,13,15,1,46,7,7,13,253,-7,0
12/19/2015,13,15,13,11,14,13,1,59,49,33,13,117,-2,0
12/19/2015,82,84,60,14,16,20,1,75,15,9,13,236,-2,0
12/19/2015,50,48,10,30,17,16,2,75,34,22,1,101,2,1
12/19/2015,17,16,7,5,19,12,1,73,12,4,13,159,1,1
12/19/2015,54,53,13,4,31,38,2,39,35,34,1,150,1,1
12/12/2015,1,1,1,5,1,3,2,43,3,9,1,179,0,1
12/12/2015,22,120,14,1,1,3,2,43,3,9,1,179,-98,0
12/12/2015,70,120,26,1,1,3,2,43,3,9,1,179,-50,0
12/12/2015,79,120,8,1,1,3,2,43,3,9,1,179,-41,0
12/12/2015,87,120,87,1,1,3,2,43,3,9,1,179,-33,0
12/12/2015,2,2,1,5,2,1,2,73,1,1,1,262,0,1
12/12/2015,4,5,1,13,2,1,2,73,1,1,1,262,-1,0
12/12/2015,7,4,1,2,2,1,2,73,1,1,1,262,3,1
12/12/2015,31,19,19,4,2,1,2,73,1,1,1,262,12,1
12/12/2015,60,42,42,2,2,1,2,73,1,1,1,262,18,1
12/12/2015,62,43,43,2,2,1,2,73,1,1,1,262,19,1
12/12/2015,73,53,53,2,2,1,2,73,1,1,1,262,20,1
12/12/2015,89,67,67,2,2,1,2,73,1,1,1,262,22,1
12/12/2015,3,3,2,17,3,4,1,74,11,12,13,237,0,1
12/12/2015,67,68,21,17,3,4,1,74,11,12,13,237,-1,0
12/12/2015,92,91,58,11,3,4,1,74,11,12,13,237,1,1
12/12/2015,5,6,1,27,4,5,1,59,20,18,13,28,-1,0
12/12/2015,17,17,1,25,4,5,1,59,20,18,13,28,0,1
12/12/2015,54,86,12,3,4,5,1,59,20,18,13,28,-32,0
12/12/2015,27,37,10,6,5,2,1,74,2,2,13,211,-10,0
12/12/2015,30,40,3,17,5,2,1,74,2,2,13,211,-10,0
12/12/2015,13,9,5,14,6,6,2,70,16,10,1,262,4,1
12/12/2015,11,13,5,11,8,12,1,61,6,7,13,260,-2,0
12/12/2015,6,7,4,27,9,8,1,42,10,3,13,49,-1,0
12/12/2015,16,14,7,4,12,19,1,72,4,4,13,158,2,1
12/12/2015,15,15,13,10,13,17,1,58,33,26,13,116,0,1
12/12/2015,28,36,21,8,15,26,1,45,7,8,13,252,-8,0
12/12/2015,48,46,10,29,16,14,2,74,22,27,1,100,2,1
12/12/2015,84,79,60,13,20,29,1,74,9,15,13,235,5,1
12/12/2015,44,52,36,15,27,38,1,51,46,120,13,3,-8,0
12/12/2015,53,72,13,3,38,66,2,38,34,42,1,149,-19,0
12/5/2015,2,3,1,4,1,1,2,72,1,1,1,261,-1,0
12/5/2015,4,120,1,1,1,1,2,72,1,1,1,261,-116,0
12/5/2015,5,6,1,12,1,1,2,72,1,1,1,261,-1,0
12/5/2015,19,27,19,3,1,1,2,72,1,1,1,261,-8,0
12/5/2015,42,120,42,1,1,1,2,72,1,1,1,261,-78,0
12/5/2015,43,120,43,1,1,1,2,72,1,1,1,261,-77,0
12/5/2015,53,120,53,1,1,1,2,72,1,1,1,261,-67,0
12/5/2015,67,120,67,1,1,1,2,72,1,1,1,261,-53,0
12/5/2015,74,120,74,1,1,1,2,72,1,1,1,261,-46,0
12/5/2015,81,120,81,1,1,1,2,72,1,1,1,261,-39,0
12/5/2015,90,120,90,1,1,1,2,72,1,1,1,261,-30,0
12/5/2015,98,120,98,1,1,1,2,72,1,1,1,261,-22,0
12/5/2015,37,40,10,5,2,6,1,73,2,2,13,210,-3,0
12/5/2015,40,29,3,16,2,6,1,73,2,2,13,210,11,1
12/5/2015,83,120,83,1,2,6,1,73,2,2,13,210,-37,0
12/5/2015,87,120,87,1,2,6,1,73,2,2,13,210,-33,0
12/5/2015,94,120,94,1,2,6,1,73,2,2,13,210,-26,0
12/5/2015,96,120,96,1,2,6,1,73,2,2,13,210,-24,0
12/5/2015,100,120,100,1,2,6,1,73,2,2,13,210,-20,0
12/5/2015,1,1,1,4,3,2,2,42,9,4,1,178,0,1
12/5/2015,3,2,2,16,4,3,1,73,12,11,13,236,1,1
12/5/2015,68,56,21,16,4,3,1,73,12,11,13,236,12,1
12/5/2015,91,78,58,10,4,3,1,73,12,11,13,236,13,1
12/5/2015,6,4,1,26,5,5,1,58,18,21,13,27,2,1
12/5/2015,17,12,1,24,5,5,1,58,18,21,13,27,5,1
12/5/2015,86,120,12,2,5,5,1,58,18,21,13,27,-34,0
12/5/2015,9,8,5,13,6,7,2,69,10,8,1,261,1,1
12/5/2015,7,5,4,26,8,12,1,41,3,5,13,48,2,1
12/5/2015,13,14,5,10,12,13,1,60,7,6,13,259,-1,0
12/5/2015,46,37,10,28,14,17,2,73,27,23,1,99,9,1
12/5/2015,15,15,13,9,17,8,1,57,26,27,13,115,0,1
12/5/2015,14,13,7,3,19,21,1,71,4,3,13,157,1,1
12/5/2015,36,32,21,7,26,26,1,44,8,9,13,251,4,1
12/5/2015,79,68,60,12,29,33,1,73,15,15,13,234,11,1
12/5/2015,72,55,13,2,66,47,2,37,42,120,1,148,17,1
11/28/2015,3,4,1,3,1,3,2,71,1,1,1,260,-1,0
11/28/2015,6,5,1,11,1,3,2,71,1,1,1,260,1,1
11/28/2015,27,51,19,2,1,3,2,71,1,1,1,260,-24,0
11/28/2015,1,1,1,3,2,1,2,41,4,14,1,177,0,1
11/28/2015,2,2,2,15,3,4,1,72,11,10,13,235,0,1
11/28/2015,56,52,21,15,3,4,1,72,11,10,13,235,4,1
11/28/2015,78,74,58,9,3,4,1,72,11,10,13,235,4,1
11/28/2015,4,3,1,25,5,5,1,57,21,16,13,26,1,1
